rating,title,text,helpful_vote,verified_purchase
4,A great upgrade from my Microsoft Intellimouse explorer 3.0,A very nice - very lightweight mouse that is a very close approximation of the Intellimouse explorer. It works great and hopefully will be around for a long while. MY prior Microsoft mouse gave up and is no longer available - this is the closest to it I have found. It fits the hand very close to the explorer but is a bit quicker in response.,0,True
5,Fast intel cpu,What is there to say about Intel quality? I've never had a problem with them. This unit comes with a decent cooler so you could use it as it. It also has<br />it's own Thermal compound pre-installed.,1,True
5,Good Intel 10GB adapter.,"Works great. I'm using them in a SRVR 2012 direct connected to a NAS box via a CAT6A crossover. (over 30 HD video cameras, multiple feeds)<br />Also works in a Thecus N16000Pro, have not tested it yet with the Thecus N8800pro V2 and the Thecus native 10GB adapter.<br />I like the fact there are 2 10GB connections, I'm planning on having them connected to a 10GB switch later with more HD cameras.<br />Although Windows installed a driver, I downloaded and installed the current Intel drivers which also has diagnostics. Pricey but worth the buy.",0,True
1,DO NOT USE IN Qotom Q190G4 Intel Celeron Processor 3215U Dual Core Processor Barebone Mini PC,"I love crucial memory and in all honesty this particular chip is probably fine. Its just that I had purchased a Qotom Q190G4 Intel Celeron Processor 3215U Dual Core Processor Barebone Mini PC and Amazon had this chip listed as an add-on. So I purchased. Unfortunately, the manufacturer of the Qotom had an insert in the box the device came in stating DO NOT USE CRUCIAL MEMORY. Had something to do with conflicts with interrupt request and provisioning on the system side. So I had to send it back and had to pay to do so. As such I am only giving this 1 star, though the 1 star really goes to Amazon on this one.",1,True
3,Clearly meant for intel cpus,"LGA bracket works fine, AM4 makes you flatten a section of the radiator to screw it in. not a huge problem or performance inhibitor, just wish i didn't have to bend it. good, cheap cooler otherwise",0,True
5,Sometimes it pays to buy Intel,"Easy to mount, I was surprised.",0,True
5,Intel Pro 1000 pci-e adapter dual port,It works great  .<br />Make sure it is not in your boot order.,0,True
5,Intel Pro 1000 pci-e adapter single port,It works great just make sure the card is not in the cmos boot order.,0,True
3,"AMD Ryzens not compatible with RAPID,  Intel CPU's only","SSD works great, no issues with speed or ease of installation.  My only issue with his item is that RAPID is not compatible with AMD processors and this information is not readily available.  It wasn't until the item was installed and a little more research was done that this information came to light.  Would only recommend this item if you are using an intel CPU or you do not mind not having the RAPID capability.",0,True
4,Intel I7,Great CPU and good value for the $$. I would buy again without hesitation. I wanted this one because I run a separate graphics card,0,True
5,Upgrade from Intel PRO/100 VE Desktop Adapter,"My Dell Dimension E510 desktop had the PRO/100 VE desktop adapter as its NIC, which worked just fine. I was upgrading my E510 from XP to Windows 7 and wanted a new Ethernet card so I chose the Gigabit CT Desktop Adapter. I had PROSet software installed along with the driver for the PRO/100 VE.<br /><br />Some helpful instructions for those that want to upgrade your driver or install a new Ethernet card; With PROSet, you must first remove your current adapter from the PROSet software BEFORE uninstalling PROSet and the current driver. If you don't you may end up with a phantom adapter that causes problems when you try to install a new version of PROSet and an updated driver.<br /><br />I installed the Gigabit CT card while still running XP. I had a free PCI-Express (x1) slot, which made installing the new card easy. During system startup I entered Setup and disabled the PRO/100 VE NIC and then proceeded with the rest of startup. I then installed a new version of PROSet and a new driver that I downloaded from Intel's web site. I didn't have to reboot after installing the software. The card just worked.<br /><br />When I upgraded from XP to Windows 7, the OS recognized the Gigabit CT card and installed drivers automatically so I didn't have to worry about downloading and installing a driver after installing the OS. The only thing is that Windows 7 didn't install PROSet, which is optional software anyway so it's not required.<br /><br />My house is wired with CAT5 instead of CAT5e or CAT6 so I really don't get the benefit of having a Gigabit network adapter. My VPN router is not a Gigabit router. It's only rated at 75Mbps. With my current Comcast service I'm getting about 25Mbps download and 4Mbps upload, which is about the same as I was getting with the PRO/100 VE NIC so having a Gigabit card isn't making any difference for me.<br /><br />However, the card works flawlessly and I'm very pleased with it. If you're wired with CAT5e or CAT6 and have Gigabit network equipment I would highly recommend the CT Desktop Adapter. It's a great Ethernet card, easy to install, works with Windows 7, and it provides great performance even in a non-Gigabit environment. You can download the latest PROSet and driver from Intel's web site.",3,True
1,I really like Intel motherboards and I will miss their products,Beware that Intel appears to be leaving the motherboard business and this product will not work with the latest i7 CPUs at all. I really like Intel motherboards and I will miss their products.,1,True
5,Works just fine with the DELL VFVGR INTEL X520-DA2 SFP+,"Works just fine with the DELL VFVGR INTEL X520-DA2 SFP+, 10GB NIC  I also ordered on Amazon.  Much cheaper than the Intel branded part.  In my case, the NIC is in a Dell R710, and the other end of the multimode fiber LC patch cord is connecting to an HP compatible 10Gb SFP+ mini GBIC in an HP 2930F switch.",2,True
4,Finger print unluck is the fastest I've seen The screen is nice the slowmo is usable as it activates intelligently making ...,"It created made the screen a bit dark so I have to increase the brightness.<br />Also, the top part is not working well when you use your finger because of the cut it the glass to avoid the camera.<br /><br />However it works well enough.",0,True
5,What a Neat Intel 6235 WiFi Card,"Bought this WiFi card for my Asus g75vw laptop.  The original WiFi card was an Athero advertised as N but only received on the 2.4ghz band and locked in receive speed to 72.2mbps.<br />Installing the Intel 6235 took a little time but was easy enough following advice readily found on the Net.<br />As soon as installed it, the card doubled my receive speed on both N bands.<br />Why didn't I do this sooner....",0,True
5,"Intel = good, Microsoft not so good","Bought this one to experiment with bonding.  It worked fine until Microsoft ""upgraded"" Windows 10 and bonding stopped working... now Intel has to catch up.<br />Learned that MS bonding is not the same as Linux bonding, not even close.  On Windows bonding is mostly for fail safe, throughput only improves if you connect to different end points.<br />Works perfectly otherwise.",0,True
5,Nice mini upper end intel i5 PC,"This unit did not disappoint.<br />As far as fan noise I'm not sure why others mention it. The fan is far more silent than a laptop and is nice and smooth quiet.<br />I have not tried the USB-C.<br />All other functions worked great.<br />Was easy to setup right out of the box. You can either setup a local account or sign in with your Microsoft credentials. I did both.<br />It was activated out of box and came with Windows 11 Pro.<br />The heat some talk about is the top Magnetically attached top. When easily removed you have access to the RAM and M.2 SSD drive..Note! The second M.2 slot in mine was taken up by the wireless board so no adding a second drive unless I uninstall the WiFi....I did not know this when I purchased.<br />The heat is from the SSD drive. Not the CPU which is on the other side being cooled by an oil filled cooler and fan.<br />So, it would be nice to somehow keep the SSD cooler.<br />So far it is fast and does well!!<br />I did not test the gaming capability but I bet it does well with the 11th gen Intel core i5....<br />This little gem did not disappoint me in reference to performance!!!<br />This is my first high end mini PC so I'll see how it goes. 5 stars for performance with boot up, fast response and quality!!!",3,True
5,Worked perfectly for me. I added a Intel SSD ...,Worked perfectly for me. I added a Intel SSD to my Dell XPS desktop. it came with 2 sets of screws for drive to bracket and 1 set for the drive bay. The ability to add a second drive is a bonus.,1,True
5,It's an Intel!,"This is actually an Intel WiFi 6 AX200 card, with bluetooth 5.1. It works beautifully, and uses the Intel driver. It even shows up in device manager as an Intel WiFi 6 AX200. It completely cured my connectivity issues I was having using a TP-Link USB WiFi chip.",1,True
5,4.2MHz Intel i7 monster!,"I bought this system 1/4/2019<br /><br />1) The back has what looks like 4 HDMI ports on the GTX 1070<br /><br />2)  Boot times are about 20 seconds (After Windows 10 goes crazy over updates)<br /><br />3) 8Gb is a great start with expansion up to 64. The Intel Optane memory is no joke it really does boost program startup. I will probably upgrade this later.<br /><br />4) This is water cooled directly to 1 RBG fan and 2 regular chasis fans in the front.<br /><br />5) It came with a media keyboard and its convenient having all the volume and play controls on the keyboard  excellent mouse mouse both USB.<br /><br />6) I have no problems  so far. I have purchased and installed MS Office 2016 and Acrobat pro XI to do all the things I normally do at work.  It is far superior to my work desktop. I just need to get duel 27inch montors to finsih the work setup.<br /><br />7) It does come with an internal Wifi-to-USB dongle but I'm hook in directly to FIOS  via cable. Internet is super responsive.<br /><br />8) I haven't bought a new system since Vista before this. I believe this system will give me a 10year plus run before becoming obsolete.<br /><br />9) Gaming. No issues. All the games like Call of Duty pick the highest setting by default and just run.<br /><br />So far I love it and no cons because its 5 times faster than the Core 2 Quad I replaced it with, and still have.<br /><br />This company is really motivated to provide customer service, and support. I am very happy with my purchase. Feel free to ask any questions!",0,True
5,Don't expect Intel server nic performance.,It works reasonably well with its internal antenna. It's a $20 USB wifi adapter. Handy to quickly identify network card issues. Supports dual band.,0,True
5,At this price I just had to go with Intel,"Love this CPU.  Was thinking about the AMD, but after some research and reviewing what I wanted in a MB I settled on this.  The price drop pushed over and I've been completely satisfied with this chips performance and stability.  If the i7 priced had dropped I might have upgraded.",0,True
5,Better cooler than standard Intel,Easy to install and much better than the small cooler that came with the Intel cpu. Keeps it cooler and it is better made. Both heatsink and fan.  Installed on I7-4790.,0,True
5,"Works with MX Duo, MS Ergo Keyboard 4000/Intellimouse Optical","I had my eye on this KVM switch because I saw on the Logitech.com forum that this product worked with the wireless MX Duo keyboard/mouse combo. Now that I have this switch, I can tell you that it works with the MX Duo as a previous reviewer stated, including all extra buttons on the keyboard and mouse. I'm running the video at a resolution of 1024x768 and all is well.<br />As for the audio, it wasn't nearly as bad as I expected it to be based on previous reviews. I suppose it did sound a little thin, but I would've had to be paying close attention to notice. And anyway, I didn't buy this for the audio, because I'd rather have audio from both computers at all times instead of having the audio switch along with the video. For this reason, I don't even use the audio feature of this KVM.<br /><br />UPDATE: 1/2/06<br />I got tired of the MX Duo and ditched it in favor of the new (as if this writing) MS Ergo Keyboard 4000 and the MS Intellimoues Optical. (After using the crappy Logitech MX700 mouse for about a year, I REALLY missed my Intellimouse.) The Intellimouse works great with all buttons functional (though the left thumb button does tend to 'stick' every once in a blue moon).<br />When I hooked up the Ergo 4000 keyboard to my PC (without the KVM), I was dismayed to find that it didn't work during the bootup sequence. But when I hooked it up the KVM, it actually worked as it is supposed to. So in this case, the keyboard worked better connected to the KVM than it did natively .. go figure :) The only caveat is that when you switch from one machine to another using the 4000 keyboard on this KVM, the 'device connect/disconnect' sound goes off in WIndows XP (and maybe other versions too), so if you switch back and forth often, you'll want to disable these two sounds in the Windows control panel.",6,False
2,Intellipoint software takes a step back,"I was about to go out and buy this new keyboard and mouse combo, but I decided to try out the new Intellipoint software version 5.0 before doing so, and I'm glad I did!<br />For those that don't know, Intellipoint is the software the controls MS mice. I am currently using IP v4.2 with my Intellimouse Opitcal and when I 'upgraded' to version 5.0 (which comes with all newere MS mice), I was shocked to find that they REMOVED certain features! First of all, you no longer have the ability to customize the mouse buttons at the application level. This may not seem like a big deal if you've never had this capability, but once you've gotten used to it, it's hard to be without. Another thing is that the scroll wheel no longer works with certain applications (such as Visual Basic 6), even though version 4.2 worked great. I've also had issues trying to map keystrokes to the left and right mouse buttons, and other people have reported some stability issues with the 5.0 version.<br />The only thing I can guess is that somebody at MS was smoking the phatty on this one. And it's really a shame too, because the Intellipoint software was really the only advantage that MS mice had over Logitech's offerings. Basically, I would recommend this package ONLY if they update the intellipoint drivers to add back in the features that they (for whatever reason) removed. I sure hope they do because I really want this keyboard and mouse!<br />(NOTE: I've heard that you can run version 4.2 of Intellipoint with this package, but you can't use the horrizontal scroll. I've personally never tried it.)",5,False
1,Research Intel C2000 bug !!!!,"Bottom Line:  Intel produced defective CPUs -- the entire Intel Atom 2000 lineup.  These defective CPUs were put into MANY consumer electronic products, including many models of Synology Diskstations.  The defect will ultimately cause your device to fail prematurely.  As this defect is in a CPU soldered onto the board (a SOC), it is not easily fixed by the skilled / informed consumer/owner.  There have been some success stories of users soldering a 100 Ohm resistor onto pins 1 and 6 of the board, and resurrecting their dead NAS, but should a consumer really need to resort to a soldering iron to fix a known manufacturing defect?  Shame on Intel for their handling of this problem, and shame on Synology for allowing Intel to do so.",0,False
5,Intel Gigabit CT PCI-E Network Adapter etc...,Easy to install and fast data transfer.,0,True
5,Intelligently Constructed w/Versitility,"Appreciate the time taken to manufacture such a useful product. As it turns out, my existing lifter fit a new 48” LG OLED somewhat better. Considering using one or both items as platforms for a 40” bedroom Flatscreen. Thanks much!",0,True
5,Benchmark exceeds comparable Intel CPU,"We build both Intel and AMD gaming machines. For this price, the Ryzen beats the comparable Intel CPU. I use the 1800X for my personal machine using MSI Gaming Pro Carbon mobo. Prices are fluctuating on the 1800X atm.<br />Ryzen vs Intel comparison<br />Intel Core i7-7700 vs AMD Ryzen 7 1800X<br />Userbenchmark Effective CPU Speed: 86.6% vs 92.9%<br />Intel Core i7-7700  - 32nd / 980<br />AMD Ryzen 7 1800X  - 21st / 980",5,True
5,Great card for the price and it's an Intel.,Great NIC for the price. Using the card in my FreeNas 9.3 server and have had no problems. Transfer speeds from a Realtek on board NIC to this Intel card range from 74Mbps to 90Mbps depending on the traffic on my local LAN.,0,True
5,Great basic LGA 1150 Intel Motherboard.,Worked fine the first time right out of the box.,0,True
3,MISSING CABLES  * resolved by Intel,"Missing Sata power and data cable.  HD Bracket is of poor design.  Should have went the next step up instead of this unit.  Will consider returning this.  In contact with Intel for a fulfillment request for cables.  You need to be able to add in a 2.5 SSD or HD to update Windows 10.  Will not accept additional M2 Drive as the slot is tied up using the Wireless card.<br /><br />UPDATE : 2/23<br />As per instructions, sent a fulfillment request to intel on 2/19.  Received a response yesterday.  They are sending out a cable kit p/n 95D800-789000 via UPS.  3-5 Days.<br /><br />UPDATE 3/1  Missing Cable kit arrived.  Testing unit now.  I am waiting on a 120gb SSD.  Have a 250gb HD from a laptop plugged in now and seems to be doing ok so far.  I like the idea of having a cube for a entertainment option on my flat screen TV.<br /><br />Ill give the unit itself 4 stars.  Lack of cables will keep it at a 3.<br />I will not change rating until cable kit arrives and have a chance to test this unit.",2,True
5,"Tests show very good signal reception, work with 802.11AC standard and Intel PCIe mini wifi cards.","I tested these antennas against the stock antenna that came with a Gigabyte desktop WIFI kit using an Intel 8260 mini card for 2.4,and  5Ghz and Bluetooth 4.2.  This kit is the new 802.11 AC spec, and needs a 2Rx2T  (two time receive and two times transmit) antenna that also supports bluetooth 4.2 spec.<br /><br />Performance of the Gigabyte antenna is good, it maxes out the 100Mbps Optimum cable service I have over wifi.  Tests with both antennas showed 115Mbps down, 37Mbps up on the 5Ghz connection, and a little less on the 2.4Ghz connection.  The desktop is in the next room from the Optimum router (802.11AC spec) so results are good with both antennas.<br /><br />There is a significant difference in Link Speed,, Signal Strength and DBI between them that makes me think the TECHTOO antennas will perform better when farther away or signal starts to degrade.<br /><br />TECHTOO 5Ghz Link Speed 520 Mbps, Signal Strength 80%, DBI -60. (with DBI lower number is a stronger, better signal)<br />Gigabyte 5Ghz Link Speed 390Mbps, Signal Strength 80%, DBI -65 (still a good signal, but the TECHTOO has better reception)<br /><br />TECHTOO 2.4Ghz Link Speed 144 Mbps, Signal Strength 99%, DBI -39. ( very strong signall)<br />Gigabyte 2.4Ghz Link Speed 144Mbps, Signal Strength 93%, DBI -55 (still a good signal, but the TECHTOO has better reception).<br /><br />So, the TECHTOO signal numbers show that they are pulling in a better quality signal than the stock Gigabyte antenna.  The farther away ore more radio noise there is the TECHTOO should perform better.  And the TECHTOO has 130Mbps faster Link Speed, meaning if I had faster internet service, the TECHTOO antennas would have better/higher speed tests than the Gigabyte.<br /><br />Another very important item was the Bluetooth 4.2 performance.  Photo's loaded faster from my Samsung S5 to the desktop with the TECHTOO antennas through bluetooth.  And there was no problems with the Intel 8260 mini card picking up wifi signals when bluetooth was on (a problem when testing regular dual band 6dbi antennas).  All features of the Gigabyte mini card worked with the TECHTOO antennas.  So if you have 802.11AC spec router and Desktop PCIe wifi cards these antennas are the way to go.",13,True
5,Great memory..... Not intended for Intel folks (EXPO not XMP),"So installed on ROG B650 wifi and updated the bios prior to setting EXPO on and have no issues. At 1.36v you can tighten timing a little but I opted to run stock EXPO as performance differences were not worth it. GUYS BUYING THIS FOR INTEL AND LEAVING BAD REVIEWS, THAT'S YOUR FAULT FOR NOT PURCHASING THE CORRECT COMPATIBLE MEMORY. That is all",0,False
4,"Nice intel replacement board,cheap,basically any 775 chip works in it.","Good, cheap fix for a unit needing a new board,theyre quick,installs a snap,good manual,accesseries included ,Except heatsink.<br />itx design makes it fit in any case.",0,True
5,Its Intel and excellent!,works as advertised and fast delivery,0,True
5,Simply the best low profile Intel cooler,"I've tested, written about and used many low profile coolers over the past couple of years building mini-ITX HTPC and office systems for clients including:<br /><br />Silverstone NT07-1156<br />Gelid Slim Silence i-Plus<br />Titan DC-155A915Z/RPW<br /><br />and this one is simply the best one out there under 37mm. First, the fan is the quietest among them all. Even the best still have a bit of a buzz but the Top Motor fan included on this one is smooth with no buzz. You have to put your ear within a foot of it with the top of the case open to hear anything. Second, the quality of this heatsink is the best. It's full copper and it comes with the thermal paste already applied. It's very heavy and easy to install with no backplate required. Third, and most important, it does a fantastic job keeping processors cool in these tiny little cases. I use it for builds in the Realan E-i5 (75mm high) and E-K3 (72mm tall) which are very small mini-ITX cases. For the E-K3, that the cooler uses the standard mounts is very important because the backplate on other coolers interferes with the VESA mount while the T459 does not interfere at all.<br /><br />The only con is the way the fan is mounted. It's screwed into the heatsink from underneath meaning if it does fail and need to be changed, the heatsink will need to be removed.<br /><br />For Intel builds in these mini-ITX cases I will use no other as long as these are available. I've found nothing quieter or better cooling in this size at this price. Perfect!",13,True
5,Perfect 19V adapter for Intel DH61AG,"I bought two of these to use with the [[ASIN:B0057D8DVI Intel DH61AG mini-itx motherboard]] and they are perfect for this. This Intel motherboard has an on-board DC-DC power supply and takes a 7.4mm * 5.0mm plug. Since these computer builds are only using a i3-2120T, 8GB RAM, optical drive and SSD drive, 90W is more than enough. Maximum power draw is around 60W. Unlike a lot of other after-market AC adapters I've used I didn't find this one getting hot, merely warm to the touch. I have also used other Anker AC adapters in the past with picoPSUs so I know this is a good brand and this set continues that trend.<br /><br />This is the mini-ITX HTPC build using these adapters:<br /><br />IWill S197-H80 mini-itx HTPC case<br />Intel DH61AG mini-itx motherboard<br />Intel i3-2120T CPU<br />Dynatron K199 1U CPU cooler<br />8GB (2 x 4GB) G-Skill DDR3-1333 SO-DIMM RAM<br />Crucial mSATA 64GB SSD<br />Sony BC-5600S slot-load blu-ray ODD<br />Anker 19V 90W AC adapter<br /><br />It appears this would also work with the [[ASIN:B00840BACU Intel DQ77KB mini-itx motherboard]]. When I build systems with those I will use these adapters as well and feel confident sending them out to customers.",2,True
4,"Good, basic motherboard; Intel HD driver/HDMI issues","I purchased this motherboard as a cheap upgrade to my existing livingroom HTPC which was AMD based and not capable of bitstreaming DTS-MA HD and Dolby True-HD over HDMI.  I was attracted by the price, support for Sandy Bridge processors, HDMI and no frills like USB3.0 and SATA III which I did not want to pay extra for and not use.<br /><br />It was easy to setup, even more so since I also own the very good mini-ITX version and I am familiar with the driver CD. The motherboard is very well laid-out and almost spacious.  I've always liked the ASUS blue color scheme (yes, even though it's hidden away in a case, I liked it).  All the video options are covered: VGA, DVI and HDMI.  This would make a very good inexpensive desktop board.  The included driver disk is necessary and it tries to install some bloatware but if the InstallAll option is selected, on the next screen it's possible to opt-out of things like Norton. There are only 2 USB headers so I have front USB ports that I cannot hook up now -- something I should have research better. Also, like the mini-ITX, there is no way to keep the power LED from blinking when in S3 sleep. That's not so great for an HTPC.<br /><br />The biggest problem I've had with this board is that with using the HDMI port, necessary in my home theater setup (only HDMI supports the HD audio bitstreams), I cannot upgrade the Intel HD video driver past the version downloaded from the ASUS website.  Except for the most recent version from the Intel website, which sticks at 1024x768 no matter what, the Intel driver install BSODs and so do subsequent reboots.  I am able to recover by booting into safe mode and reinstalling the driver from the ASUS website.  Users of other brand boards I've talked to (usually Intel) are not having this issue and some searching via Google shows this to be a common complaint when using HDMI.  My desire to update the video driver is driven by poor deinterlacing performance watching Live TV, especially NFL Football.  My ultimate solution has been to put my HIS HD5670 card back in.  If you don't need HDMI support then this will likely not be an issue for you.  It's something to be aware of for HTPC builders.  I am going to keep taking BIOS updates and trying the Intel HD driver updates hoping at some point this will get fixed.  Maybe ASUS will release an updated video driver.<br /><br />Pros:<br />No issues with install.<br />UEFI bios is nice.<br />Board is simple and well laid out.<br />Excellent price.<br />No frills.<br /><br />Cons:<br />Intel video HD driver issues using HDMI<br />Only two USB headers.<br />No way to disable blinking power LED in sleep<br />ASUS driver CD wants to install Norton and some other bloatware (just use InstallAll and then it'll let you unselect them)<br /><br />Setup:<br />ASUS H61 mobo<br />i3-2100 CPU<br />MicroCenter 64GB SSD<br />WD 40GB SATA drive (Recorded TV buffer)<br />1 x 2GB DDR3 1333 RAM<br />Lite-On Bluray ODD<br />Antec EA380D PSU<br />nMediaPC 1000b case w/ LCD<br />Hauppauge Win-TV 1250 tuner card",3,False
1,Caution: It is NOT INTEL and It Is NOT ...,Caution:<br />It is NOT INTEL and It Is NOT compatible with INTEL hardware.,2,True
5,BETTER THAN INTEL!,"holy smokes!  what a fast CPU!  i can multi-task like crazy!  way better than intel, and way cheaper too.",0,True
5,One of the best but far from cheap (reviewing the Intel Core i3-5015U model),"[[VIDEOID:f3f275a51f2ee6c1e1523e561ab81d63]] [[VIDEOID:869db9e37839a8f1da377b5c17307965]] NOTE:<br /><br />Please be aware that I am reviewing the Intel Core i3-5015U model which is not the same as the Intel Celeron 3215U. Amazon sometimes bundles reviews for what they believe are similar products into one pile of reviews, probably because they believe that 'more reviews' is better but, in my view, this can be confusing.<br /><br />NOTE ON THE VIDEO:<br /><br />It's probably not the best quality video ever but I am only trying to show how this Chromebook can stream and play videos from 3 different sources simultaneously: Netflix, Yahoo and a news channel without breaking a sweat. The clicks come from the wireless mouse. Also note how quickly it loads my Amazon page while three other videos are running. Quite impressive.<br /><br />By the way, the Octane score for this Chromebook is 21,453 (average of 5 runs)<br />___________________________________________________________<br /><br />I am not in the habit of writing over-enthusiastic reviews and I totally believe that my mission as a Vine reviewer is to help my fellow customers (I don't like the term 'consumers') make better informed decisions by helping them cut through the fog of marketing and presenting a product's qualities and defects as they are. So, these being said, I was a little skeptical when I agreed to review Toshiba's latest Chromebook 2 because 'Chromebooks' to me translate into 'about $200' when it comes to price and this one sells for twice as much but, here I am, absolutely wow'ed if that's a word, by what seems to be one of the most amazing Chromebooks ever or at least the best I've had the opportunity to try so far. But, let me explain why I believe that this Chromebook is worth its high price.<br /><br />MIND-BLOWING:<br />- Backlit keyboard: yes, I place this as the 'number one' feature because I've always wished that my Chromebooks had one so this is a dream come true. I keep a Chromebook on my bedside table and often I work on emails late at night and I just love the ability to simply press Alt+Screen_brightness key to light it up and let me do the work.<br />- The display: yes, it's a true 1920x1080. I was and I still am happy with the standard 1366x768 found on most Chromebooks so the better resolution makes me... more than happy? But it's not just resolution. This is the crispest, most brilliant, color rich screens I've seen in a Chromebook. And that's not all. The viewing angle is close to the perfect 180 degrees. It's probably 170 degrees but, you get the idea. This Chromebook's display is beautiful.<br />- Speed: a 2.1 GHz Intel Core i3-5015U is not the fastest Intel has ever made but on a Chromebook, because of its natively low overhead it translates into satisfyingly 'fast'. It simply runs rings around the other Chromebooks we keep in the house.<br /><br />GREAT:<br />- 802.11ac: if 300Mbps is not fast enough then... 802.11ac can get a little faster, to about 450Mbps. This is our second Chromebook that supports 802.11ac standard and, thanks to the faster processor, it can take better advantage of it.<br />- 13.3&#34; screen: (vs. 11.6&#34; for 'classic' Chromebooks) bigger is not always better but, in this case, given the excellent resolution and display quality, it's just great.<br />- Skin: it's probably plastic but it's good quality, with a titanium-like, rugged finish that's totally fingerprint-proof and looks super-cool.<br /><br />AS EXPECTED:<br />- 4GB or RAM: it's okay and Chromebooks work well with this amount of memory.<br />- I/O: USB 2.0, USB 3.0, HDMI out (full size), headphone jack, memory card reader. No complaints whatsoever.<br />- Keyboard: as expected. Good for doing emails, probably not good enough if you are planning to write a 300-page novel.<br />- Trackpad: is good. Most Chromebooks have good trackpads.<br />- Battery life: 8 hours claimed, more like 5-6 hours in my 'real life' tests and that's good enough.<br />- Camera, internal stereo mic: good, no complaints.<br />- Bluetooth: doesn't everybody?<br />- Weight: at 2.9 lbs is where a 13.3&#34; Chromebook is expected to be.<br />- Google incentives: 100GB in the cloud for 2 years, some complimentary airplane usage deal.<br /><br />DISAPPOINTING:<br />- Dedicated charger: I am still spoiled by that HP Chromebook 11 of a couple of years ago that could be charged through a USB port which, by the way, my wife is still using and she just loves it. This Toshiba, like most other Chromebooks comes with its own, dedicated (little) power brick so it's a small disappointment.<br /><br />As far as my experience with the product, the first adjective that comes to mind is 'flawless'. I didn't time it but I'm sure it took less than 5 minutes between pressing the power button, connecting to Wi-Fi and entering my email address and password for the Chromebook to be activated, fully updated to the latest Chrome OS version and to have all my extensions and shortcuts loaded and ready to go, giving me my full, familiar Chromebook interface, only faster and brighter in this case. It is able to handle Netflix, Youtube and some streaming news channel and it's like is asking for more. The keyboard is what it is: chiclets but well made and the backlit makes all the difference in the world.<br /><br />Without a doubt in my mind, Google's own Pixel aside (which is way overdone) this is the best Chromebook I've ever experienced and this is coming from someone who, if anything, is not a friend of Toshiba as I had some issue with a laptop under warranty a few years ago and I did not appreciate how I was treated. But I have to be objective so, yes, it's a great product.<br /><br />___________________________________________________________<br /><br />THOUGHTS ON CHROMEBOOKS<br /><br />Those who already use Chromebooks probably don't need to read this but for anyone new to Chromebooks, please be aware that this is NOT a Windows laptop. It's probably worth Googling (or Binging) 'Chromebook' before deciding on getting one but, here are some of my thoughts on the matter.<br /><br />Why a Chromebook?<br /><br />There's so much to say here but let me make a quick summary. And never forget that we are talking about a not so expensive device here because, yes, anything that costs 3-4-5 times as much should do SOMETHING better or very few of us would pay more for such devices.<br /><br />' My Chromebooks is by far my most used computers in the house excluding work hours and by 'computer' I mean PCs, laptops and tablets.<br />' They are malware, spyware, adware-free. Since nothing is really 'installed' on a Chromebook and not much is physically stored on it, it would be very hard for one to be infected. It is now my habit to open suspicious emails or click on dubious URLs on Chromebooks only, never on a phone, laptop or tablet.<br />' Extremely safe OS. I don't know if this is common knowledge but Google is constantly challenging hackers to crack their OS. As far as I know, Chrome OS wasn't cracked yet.<br />' Easy to share among any number of users without any concerns of compromising privacy. If you have a Google account, you simply sign in and you are going to be within your own, personal environment in seconds and it all goes away once you sign out or turn your Chromebook off.<br />' Constantly updated and upgraded. Google updates Chrome OS every few weeks and I found my Chromebooks actually getting better all the time rather than slowly fall into obsolescence.<br />' Nearly maintenance free. Whenever I don't use a tablet or even a laptop for a while, they tend to get very busy once I turn them back on, downloading and installing various patches, updates and upgrades. Not the case for Chromebooks. Whatever upgrades may take place they don't hit my Chromebook. Whenever I call up an app, I get it in its latest version.<br />' The attached keyboard helps a lot. Yes, you can pair a keyboard and even a mouse to a tablet but the Chromebook's keyboard is always there, it negates the need of a stand or even some protecting case.<br />' Chrome OS is streamlined and efficiently focused where it matters, on the everyday uses most of us need a 'computer' most of the time.<br />' Chrome OS being such a streamlined one, browsing and running apps on a Chromebook is faster than off a PC/laptop/tablet of equivalent specs.<br />' Relatively low price,  excellent display and lightweight seem to be just about right for something that typically you'd be using to browse the Web while watching TV or take to and from school.<br /><br />Why not a Chromebook?<br /><br />Yes, Chromebooks can't do everything. Google's productivity suites notwithstanding, Chromebooks are best at media consumption rather than production. Nobody should buy a Chromebook and expect to be able to edit video for a living or do some hard-core gaming. There are other machines and devices better suited for such tasks. My experience is that a Chromebook can't do 'everything'. Tablets are more portable, PCs and laptops are more powerful and versatile but, to me, my Chromebook is the most fun to use and it's likely to stay this way. I am not going to call it my 'second' or 'third' or 'first' computer but, objectively, it's the one I most use outside business hours if what we measure is 'hours'.",278,False
5,Intel wireless cards are the way to go.,I have replaced two wireless cards that came with laptops with Intel cards.  (the other ones were less reliable and dropped connections)  Intel drivers are easy to find and the cards seem to just work better than the other cards.  My Dell XPS has an additional lead for another antenna.  This card does not support that but it is still faster and more reliable than the card that came with the laptop that did support the extra antenna.,0,False
